"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Exoc6b",1.23384886039814e-130,0.948393268190483,0.607,0.319,2.72507859307533e-126,"CM1","Exoc6b"
"Pard3b",1.27994113204161e-130,0.681287831480165,0.809,0.481,2.82687798422711e-126,"CM1","Pard3b"
"Ppfia1",7.29726285669103e-130,0.985740645411706,0.647,0.365,1.61167347452878e-125,"CM1","Ppfia1"
"Atg10",8.99824263414829e-130,1.0180552193389,0.603,0.319,1.98735186817799e-125,"CM1","Atg10"
"Vegfa",1.94981667908425e-129,0.946636038295971,0.606,0.319,4.30636511742547e-125,"CM1","Vegfa"
"Smg1",7.40607871272796e-129,0.75518558733784,0.742,0.438,1.6357065444931e-124,"CM1","Smg1"
"Gpatch8",9.58815904560177e-129,0.715504926471225,0.79,0.471,2.11764080681161e-124,"CM1","Gpatch8"
"Kif1b",1.55802519376335e-127,0.700153217149286,0.816,0.521,3.44105444294574e-123,"CM1","Kif1b"
"Fhit",1.58628499687949e-127,1.19931751470683,0.539,0.265,3.50346904410805e-123,"CM1","Fhit"
"Syne1",1.80526444378422e-127,0.754207752980389,0.713,0.413,3.98710705054183e-123,"CM1","Syne1"
"Mllt10",2.75757706751867e-127,0.640364965758082,0.847,0.516,6.09038471132174e-123,"CM1","Mllt10"
"Mylk3",3.15637997718823e-127,0.682099949184761,0.868,0.581,6.97118081761792e-123,"CM1","Mylk3"
"Alpk3",3.61905405406411e-127,0.976274538363644,0.619,0.345,7.99304278380599e-123,"CM1","Alpk3"
"Setbp1",1.0803449425501e-126,0.849727776453629,0.68,0.376,2.38604984011615e-122,"CM1","Setbp1"
"Tmcc1",1.49641767002225e-126,0.799883708240427,0.716,0.418,3.30498806601114e-122,"CM1","Tmcc1"
"Tead1",3.38661551843727e-126,0.67195347943142,0.882,0.592,7.47967903402056e-122,"CM1","Tead1"
"Nrp1",5.73484642332427e-126,0.699270974134621,0.867,0.573,1.2665981810554e-121,"CM1","Nrp1"
"Ctnna1",6.68814342558732e-126,0.563697619867011,0.963,0.749,1.47714335697522e-121,"CM1","Ctnna1"
"Psme4",2.0600518372602e-125,0.719848113696048,0.781,0.481,4.54983048777288e-121,"CM1","Psme4"
"Epc1",1.02717661530364e-124,0.773836137882925,0.709,0.398,2.26862227255962e-120,"CM1","Epc1"
"Fam193a",2.09051975499007e-124,0.77608846239518,0.708,0.415,4.61712193087106e-120,"CM1","Fam193a"
"Ppara",8.65510563784313e-124,1.08690791395687,0.512,0.246,1.91156663117403e-119,"CM1","Ppara"
"Foxn3",1.08301667075735e-123,0.664745969438947,0.824,0.526,2.39195061903468e-119,"CM1","Foxn3"
"Grb10",2.80162674354959e-123,0.681535727137176,0.905,0.631,6.18767282580364e-119,"CM1","Grb10"
"Fign",6.01460039801222e-123,0.833013891611599,0.687,0.392,1.32838464390498e-118,"CM1","Fign"
"Fbxw7",6.05716407385595e-123,0.87949478830958,0.689,0.411,1.33778525735183e-118,"CM1","Fbxw7"
"Adamts3",6.20832937346407e-123,1.03730177837083,0.582,0.307,1.37117162542327e-118,"CM1","Adamts3"
"St7",8.88831348253685e-123,0.765633074790766,0.713,0.405,1.96307291575309e-118,"CM1","St7"
"Lnpep",1.00972380228286e-122,0.643364782378608,0.826,0.523,2.23007598972191e-118,"CM1","Lnpep"
"Aff2",1.42832650158813e-122,0.958009727165418,0.62,0.337,3.15460191140754e-118,"CM1","Aff2"
"Nr6a1",3.7618760783921e-122,0.905036266198852,0.603,0.319,8.3084795067368e-118,"CM1","Nr6a1"
"Wnk1",7.13249044145707e-122,0.613748730627203,0.903,0.626,1.57528183890021e-117,"CM1","Wnk1"
"Zfp521",9.24045969682198e-122,0.818962688458317,0.678,0.388,2.0408479286401e-117,"CM1","Zfp521"
"Gm12295",1.35339555806373e-121,1.0250595866391,0.589,0.312,2.98910942953956e-117,"CM1","Gm12295"
"Pakap",1.48110203215201e-121,0.788073531783934,0.738,0.431,3.27116194821093e-117,"CM1","Pakap"
"Zfand3",1.64354658832559e-121,0.662931385859473,0.808,0.494,3.6299369949759e-117,"CM1","Zfand3"
"Mypn",1.89101421665697e-121,0.814991273167967,0.698,0.41,4.17649399890859e-117,"CM1","Mypn"
"Atxn2",3.58385665633031e-121,0.759759434689647,0.724,0.437,7.91530581117113e-117,"CM1","Atxn2"
"Phf21a",4.28540473616482e-121,0.816095307339099,0.665,0.384,9.46474490029363e-117,"CM1","Phf21a"
"Aig1",2.25161219788758e-120,0.775602401042134,0.708,0.412,4.97291070025451e-116,"CM1","Aig1"
"Atcayos",2.95225482696077e-120,0.737404624088316,0.811,0.537,6.52035001082556e-116,"CM1","Atcayos"
"Tacc2",4.8410346696346e-120,0.791726970573892,0.685,0.399,1.0691909171355e-115,"CM1","Tacc2"
"Phf20l1",8.38063343631026e-120,0.624290050967585,0.856,0.55,1.85094670074348e-115,"CM1","Phf20l1"
"Hivep2",1.80991989733445e-119,0.86182276948937,0.666,0.38,3.99738908525286e-115,"CM1","Hivep2"
"Ecpas",1.89534233808897e-119,0.720852126218625,0.776,0.482,4.18605308790329e-115,"CM1","Ecpas"
"Strbp",1.90730264355758e-119,0.691653322775136,0.766,0.454,4.21246861856127e-115,"CM1","Strbp"
"Fars2",3.35911451471211e-119,0.766908649539137,0.693,0.397,7.41894031719318e-115,"CM1","Fars2"
"Zfr",3.82680937111566e-119,0.634893304303749,0.843,0.548,8.45189117704605e-115,"CM1","Zfr"
"Mtmr3",1.31363551360625e-118,0.65070322477478,0.726,0.433,2.90129539535076e-114,"CM1","Mtmr3"
"Ncoa1",1.80436165579436e-118,0.813564474802197,0.674,0.389,3.98511315298741e-114,"CM1","Ncoa1"
"Speg",2.11421910856065e-118,0.901427344004232,0.611,0.336,4.66946432316704e-114,"CM1","Speg"
"Atp2a2",2.19951988301208e-118,0.39827100979447,0.998,0.947,4.85785961362048e-114,"CM1","Atp2a2"
"Tmem245",2.35439437888203e-118,0.799637432748504,0.713,0.437,5.19991542519884e-114,"CM1","Tmem245"
"Ube2g1",6.34278006515171e-118,0.811306445872676,0.707,0.43,1.40086640518941e-113,"CM1","Ube2g1"
"Dst",7.75458807151056e-118,0.597254638385865,0.881,0.602,1.71267832147382e-113,"CM1","Dst"
"Ythdf3",8.53565659239168e-118,0.67738940839742,0.753,0.455,1.88518511499563e-113,"CM1","Ythdf3"
"Tmem135",9.94569632654855e-118,0.860944464963958,0.638,0.357,2.19660649068151e-113,"CM1","Tmem135"
"Igf1r",1.1913062530669e-117,0.677537929383933,0.84,0.531,2.63111899052356e-113,"CM1","Igf1r"
"Btbd9",1.37675699398618e-117,0.782780591973571,0.698,0.407,3.04070549691787e-113,"CM1","Btbd9"
"Ambra1",2.52114779635193e-117,0.90399559878239,0.6,0.325,5.56820702302287e-113,"CM1","Ambra1"
"Meis2",3.80169093525876e-117,0.712662361725643,0.768,0.462,8.3964145996125e-113,"CM1","Meis2"
"Mbnl1",3.85116929780036e-117,0.647209184545607,0.839,0.548,8.50569251112188e-113,"CM1","Mbnl1"
"Ncald",1.69655606811844e-116,0.933507319050829,0.606,0.338,3.74701373204638e-112,"CM1","Ncald"
"Mast2",1.77838835956945e-116,0.76910734462874,0.722,0.428,3.92774853094509e-112,"CM1","Mast2"
"Phf14",1.87333018175382e-116,0.807776690690776,0.684,0.405,4.1374370394215e-112,"CM1","Phf14"
"R3hdm1",1.54341721472491e-115,0.702568698395044,0.749,0.452,3.40879126044144e-111,"CM1","R3hdm1"
"Pcnx",1.66949714165029e-115,0.780452367302937,0.653,0.371,3.68725138704884e-111,"CM1","Pcnx"
"Rasal2",2.2005042468671e-115,0.62080925228569,0.81,0.496,4.86003367963068e-111,"CM1","Rasal2"
"Zfp827",3.81173564118475e-115,0.836290343877193,0.652,0.37,8.41859933712064e-111,"CM1","Zfp827"
"Setd5",1.1068615492409e-114,0.636876252369244,0.794,0.497,2.44461441765346e-110,"CM1","Setd5"
"Ptprg",1.18242127551538e-114,0.666834385003472,0.759,0.461,2.61149562910327e-110,"CM1","Ptprg"
"Armh3",1.68617655476998e-114,1.03415176336599,0.525,0.271,3.72408953886498e-110,"CM1","Armh3"
"Plekha5",1.85896638527092e-114,0.863023187174606,0.627,0.357,4.10571315850935e-110,"CM1","Plekha5"
"Gab1",2.12775438215251e-114,0.791188588698494,0.695,0.417,4.69935832842203e-110,"CM1","Gab1"
"Gse1",4.96556102692298e-114,1.02881163681066,0.533,0.273,1.09669380840621e-109,"CM1","Gse1"
"Ubr5",6.73607532130097e-114,0.665214889223962,0.776,0.487,1.48772959546253e-109,"CM1","Ubr5"
"Phlpp1",1.11290997174956e-113,0.741178263204129,0.718,0.42,2.45797296360607e-109,"CM1","Phlpp1"
"Cd36",1.12556103834306e-113,0.514586742320743,0.974,0.804,2.48591410928449e-109,"CM1","Cd36"
"Nfib",1.6616546306834e-113,0.488305227454481,0.982,0.751,3.66993041732735e-109,"CM1","Nfib"
"Mapk10",3.64008575814266e-113,1.08571517668098,0.511,0.255,8.03949340543387e-109,"CM1","Mapk10"
"Faf1",3.91179481585686e-113,0.60982308399691,0.815,0.506,8.63959003030146e-109,"CM1","Faf1"
"Ash1l",7.09876134761505e-113,0.677056099026923,0.75,0.456,1.56783243123426e-108,"CM1","Ash1l"
"Nbea",1.25166257123599e-112,0.654669571032777,0.729,0.436,2.76442195483182e-108,"CM1","Nbea"
"Gm15283",3.0777837740131e-112,0.981221886322736,0.568,0.307,6.79759324328532e-108,"CM1","Gm15283"
"Fchsd2",3.12670447150248e-112,0.921281420651779,0.566,0.3,6.90563949576038e-108,"CM1","Fchsd2"
"Hectd2os",1.08848607542341e-111,1.08938601125935,0.55,0.294,2.40403034618014e-107,"CM1","Hectd2os"
"Evi5",1.37723915475363e-111,0.745504541869546,0.644,0.374,3.04177039718887e-107,"CM1","Evi5"
"Cnot4",1.55607945739993e-111,0.718575057866705,0.685,0.4,3.43675708961348e-107,"CM1","Cnot4"
"Utrn",1.68044919401441e-111,0.581686822599594,0.849,0.525,3.71144008990024e-107,"CM1","Utrn"
"Gm13938",1.80143087716515e-111,1.16612552452147,0.476,0.233,3.97864023530695e-107,"CM1","Gm13938"
"Inpp4b",2.88511559349846e-111,0.859267546816088,0.664,0.388,6.37206629980069e-107,"CM1","Inpp4b"
"Prkaa2",4.42984375185737e-111,0.683079555246,0.77,0.493,9.7837529103522e-107,"CM1","Prkaa2"
"Strip2",5.67660135140314e-111,0.653932834919974,0.804,0.521,1.2537341744709e-106,"CM1","Strip2"
"Ripor2",6.50807710230894e-111,0.992968348160923,0.566,0.299,1.43737390881595e-106,"CM1","Ripor2"
"Rbm6",2.02074441878809e-110,0.754101234119854,0.685,0.4,4.46301612333538e-106,"CM1","Rbm6"
"Abtb2",2.60298205914669e-110,0.957967627511651,0.577,0.317,5.74894617583137e-106,"CM1","Abtb2"
"Ddx17",2.92063986588049e-110,0.633467129114674,0.804,0.512,6.45052520778366e-106,"CM1","Ddx17"
"Scn5a",3.72989390509159e-110,0.860596019226887,0.609,0.347,8.23784367878528e-106,"CM1","Scn5a"
"Rapgef2",3.98881982823487e-110,0.698705531984982,0.67,0.387,8.80970747263954e-106,"CM1","Rapgef2"
"Tut4",4.0124686205486e-110,0.638654816390196,0.772,0.475,8.86193819534364e-106,"CM1","Tut4"
"Rbms3",5.13536577866777e-110,0.652993525737452,0.723,0.439,1.13419688587656e-105,"CM1","Rbms3"
"Kcnd2",2.66414070048615e-109,0.77787748690756,0.694,0.418,5.88402115109371e-105,"CM1","Kcnd2"
"Picalm",4.24916628181467e-109,0.68544803405827,0.827,0.546,9.38470865001587e-105,"CM1","Picalm"
"Dennd1b",6.00107609107488e-109,0.737389699533952,0.687,0.402,1.3253976654748e-104,"CM1","Dennd1b"
"Tnrc6b",7.83318158665995e-109,0.596856635208916,0.81,0.523,1.73003648522972e-104,"CM1","Tnrc6b"
"Gm4258",1.44233507022475e-108,0.871982151173077,0.608,0.339,3.18554123609838e-104,"CM1","Gm4258"
"Metap1d",2.8242484537857e-108,0.977656621354195,0.532,0.277,6.23763513503109e-104,"CM1","Metap1d"
"Wdr33",7.72185002403088e-108,0.705141091967736,0.74,0.46,1.70544779630746e-103,"CM1","Wdr33"
"Zfp609",8.00280057349794e-108,0.744436253587016,0.685,0.401,1.76749853466276e-103,"CM1","Zfp609"
"Ano4",9.2162517156406e-108,1.0582731826629,0.526,0.275,2.03550135391638e-103,"CM1","Ano4"
"Nsd1",9.75108591851518e-108,0.679995387197424,0.746,0.472,2.15362483596326e-103,"CM1","Nsd1"
"Slmap",6.47946099937286e-107,0.620399081852117,0.839,0.555,1.43105375632149e-102,"CM1","Slmap"
"Cap2",1.52250961732825e-106,0.664155840219282,0.782,0.502,3.36261474083118e-102,"CM1","Cap2"
"Ext1",1.60916901992226e-106,0.652048018255029,0.764,0.479,3.55401069740029e-102,"CM1","Ext1"
"Fstl4",2.41623710591849e-106,1.04414735113324,0.562,0.311,5.33650127213157e-102,"CM1","Fstl4"
"Slc20a2",2.61718801314964e-106,0.725112899669048,0.669,0.395,5.78032144584229e-102,"CM1","Slc20a2"
"Aff4",3.30014757411477e-106,0.711909881027687,0.685,0.411,7.28870593218988e-102,"CM1","Aff4"
"Myzap",3.42380408407222e-106,0.623416635230721,0.824,0.554,7.5618137000819e-102,"CM1","Myzap"
"Zfp638",4.07866176143814e-106,0.622796169987367,0.811,0.505,9.00813236631227e-102,"CM1","Zfp638"
"Arhgap6",5.99513713110476e-106,0.655879770402165,0.714,0.426,1.3240859867758e-101,"CM1","Arhgap6"
"Agl",7.63399634657364e-106,0.712362437553486,0.744,0.468,1.68604443310425e-101,"CM1","Agl"
"Slk",2.24348159216783e-105,0.682362251460805,0.758,0.49,4.95495344446186e-101,"CM1","Slk"
"Lrch1",2.49191125260354e-105,0.726142579195806,0.691,0.405,5.50363519250019e-101,"CM1","Lrch1"
"March3",2.85511568936544e-105,0.563200843649837,0.571,0.309,6.3058085115325e-101,"CM1","March3"
"Mycbp2",3.32743943067124e-105,0.736840063941678,0.66,0.395,7.3489827265805e-101,"CM1","Mycbp2"
"Tbl1x",6.79438157259502e-105,0.734198551802048,0.73,0.457,1.50060711412334e-100,"CM1","Tbl1x"
"Pja2",1.00680982422645e-104,0.7219426938381,0.715,0.455,2.22364017778654e-100,"CM1","Pja2"
"Gm29237",1.04697907034204e-104,0.961390388467246,0.539,0.289,2.31235797475743e-100,"CM1","Gm29237"
"Aak1",1.53580566945234e-104,0.683773194748431,0.703,0.417,3.39198040155243e-100,"CM1","Aak1"
"Arih1",2.09828634686671e-104,0.615934469932675,0.772,0.491,4.63427522568982e-100,"CM1","Arih1"
"Hif1a",4.99610564760294e-104,0.666194780884277,0.796,0.541,1.10343989332958e-99,"CM1","Hif1a"
"Zfp292",6.16249952264107e-104,0.723640761403178,0.678,0.403,1.36104964457051e-99,"CM1","Zfp292"
"Cdk13",6.38671584393343e-104,0.76241856094926,0.638,0.373,1.41057006129114e-99,"CM1","Cdk13"
"Trip12",7.03871436611668e-104,0.610142654636799,0.796,0.516,1.55457045490053e-99,"CM1","Trip12"
"Ank",1.24191900421713e-103,0.827582562325698,0.616,0.36,2.74290231271394e-99,"CM1","Ank"
"Snap91",1.44638305066193e-103,0.892737360557187,0.6,0.347,3.19448160569194e-99,"CM1","Snap91"
"Arhgap10",1.56260654215362e-103,0.642309069898499,0.739,0.45,3.45117280900048e-99,"CM1","Arhgap10"
"Actn2",3.14976781182844e-103,0.431885213987885,0.993,0.864,6.95657718920429e-99,"CM1","Actn2"
"Lclat1",1.55917074772733e-102,0.672139872586135,0.763,0.481,3.44358451343059e-98,"CM1","Lclat1"
"Shb",2.14680567435008e-102,0.936306024472897,0.505,0.261,4.74143501236959e-98,"CM1","Shb"
"Pitpnc1",2.29678827529986e-102,0.686511816759028,0.745,0.476,5.07268658482728e-98,"CM1","Pitpnc1"
"Ttc17",2.77002319009892e-102,0.963040380226686,0.525,0.281,6.11787321765247e-98,"CM1","Ttc17"
"Camk2a",4.80360114725735e-102,0.983295343829731,0.478,0.236,1.06092334938326e-97,"CM1","Camk2a"
"Rasgef1b",5.71899689559591e-102,0.901968958619375,0.584,0.332,1.26309765436131e-97,"CM1","Rasgef1b"
"Appl2",7.0826179136219e-102,1.0653922387429,0.459,0.222,1.56426699240253e-97,"CM1","Appl2"
"Map3k5",2.38965735290505e-101,0.784969503930525,0.63,0.364,5.27779722962609e-97,"CM1","Map3k5"
"Smg6",2.96221029777766e-101,0.744024819582166,0.65,0.389,6.54233766367173e-97,"CM1","Smg6"
"Fndc3b",4.04724489003658e-101,0.62266274523757,0.761,0.478,8.93874506413479e-97,"CM1","Fndc3b"
"Rev3l",6.04921978091881e-101,0.697986106876301,0.672,0.404,1.33603068081373e-96,"CM1","Rev3l"
"Mapre2",6.14867992664628e-101,0.714522637578,0.725,0.464,1.3579974485991e-96,"CM1","Mapre2"
"Zmynd8",9.22861573416751e-101,0.757399777933467,0.615,0.355,2.03823207104824e-96,"CM1","Zmynd8"
"Acyp2",1.36119796468643e-100,0.671302687265418,0.746,0.48,3.00634182480645e-96,"CM1","Acyp2"
"Fto",2.02238562475143e-100,0.703442330622205,0.675,0.402,4.46664089082601e-96,"CM1","Fto"
"Atf7ip",3.12573375191301e-100,0.67723256211827,0.689,0.413,6.90349556447507e-96,"CM1","Atf7ip"
"Plxna4",6.10860355485698e-100,0.83093035516568,0.595,0.341,1.34914618112571e-95,"CM1","Plxna4"
"Atp9b",2.99295681174835e-99,0.85764083365561,0.56,0.311,6.61024441442741e-95,"CM1","Atp9b"
"Col4a5",4.18718699874272e-99,0.787038385378677,0.642,0.381,9.24782120542318e-95,"CM1","Col4a5"
"Ube2h",9.90752467964026e-99,0.594963502032598,0.643,0.391,2.18817590074535e-94,"CM1","Ube2h"
"Braf",1.76226172478234e-98,0.739793249546191,0.622,0.367,3.89213124535427e-94,"CM1","Braf"
"Daam1",1.78717998511765e-98,0.643525832958672,0.764,0.49,3.94716571513085e-94,"CM1","Daam1"
"Scaper",2.1175238486508e-98,0.823781465526926,0.576,0.324,4.67676317213015e-94,"CM1","Scaper"
"5031425E22Rik",3.68705816434958e-98,0.923022472338316,0.521,0.278,8.14323666178248e-94,"CM1","5031425E22Rik"
"Sobp",3.97266940844122e-98,0.986845274774726,0.52,0.278,8.77403765548329e-94,"CM1","Sobp"
"Huwe1",6.75284359558491e-98,0.601762627034552,0.753,0.484,1.49143303652088e-93,"CM1","Huwe1"
"Scmh1",7.49080291341388e-98,0.615471700131243,0.733,0.444,1.65441873145659e-93,"CM1","Scmh1"
"Gnaq",1.28076940921051e-97,0.619124149098323,0.705,0.432,2.82870731718233e-93,"CM1","Gnaq"
"Lcor",1.43434811923168e-97,0.728019248532883,0.653,0.391,3.16790125613508e-93,"CM1","Lcor"
"N4bp2l2",2.33325409341865e-97,0.751914429652066,0.637,0.388,5.15322499072444e-93,"CM1","N4bp2l2"
"Map4k3",3.90221326145657e-97,0.753681872700033,0.607,0.36,8.61842820925297e-93,"CM1","Map4k3"
"Mkln1",4.26879557436586e-97,0.597584360839227,0.752,0.475,9.42806190554445e-93,"CM1","Mkln1"
"Babam2",6.35461409380532e-97,0.748846853219941,0.638,0.378,1.40348006875784e-92,"CM1","Babam2"
"Itga9",7.39772099811461e-97,0.92268033891935,0.534,0.296,1.63386065964359e-92,"CM1","Itga9"
"Usp32",1.20341479558628e-96,0.679158461948559,0.57,0.318,2.65786191753185e-92,"CM1","Usp32"
"Csnk1g1",2.5819228739042e-96,0.968251130553105,0.491,0.257,5.70243485930481e-92,"CM1","Csnk1g1"
"Nbeal1",3.23090698307776e-96,0.626310880934385,0.712,0.447,7.13578116282555e-92,"CM1","Nbeal1"
"Ccnt2",4.81911483791518e-96,0.760315338201599,0.585,0.334,1.06434970310195e-91,"CM1","Ccnt2"
"Prkag2",4.95881216229186e-96,0.785758821605758,0.627,0.381,1.09520325416378e-91,"CM1","Prkag2"
"Larp1b",5.82234922425841e-96,0.691302550990864,0.683,0.418,1.28592404966971e-91,"CM1","Larp1b"
"Hecw2",6.04143310898347e-96,0.881612988095171,0.583,0.339,1.33431091645009e-91,"CM1","Hecw2"
"Trio",6.70840332084379e-96,0.687190315690377,0.623,0.367,1.48161795744156e-91,"CM1","Trio"
"Tpk1",6.78517010065345e-96,1.05625770402125,0.465,0.236,1.49857266843032e-91,"CM1","Tpk1"
"Rptor",1.52600362221623e-95,0.792504488641682,0.564,0.311,3.37033160002677e-91,"CM1","Rptor"
"Gbe1",1.53926530036202e-95,0.855787276052665,0.531,0.292,3.39962134237955e-91,"CM1","Gbe1"
"Zmym4",3.34978161591909e-95,0.766251828431507,0.612,0.357,7.39832767691891e-91,"CM1","Zmym4"
"Znrf3",3.87204717694291e-95,0.882826620636109,0.557,0.313,8.55180339499612e-91,"CM1","Znrf3"
"4632427E13Rik",4.13346160114496e-95,0.897367330565643,0.526,0.285,9.12916329228876e-91,"CM1","4632427E13Rik"
"Rftn1",7.27166530567951e-95,0.795150258170949,0.589,0.339,1.60601999941238e-90,"CM1","Rftn1"
"Eda",7.5995315890513e-95,1.13015881880121,0.493,0.263,1.67843254675787e-90,"CM1","Eda"
"Rarb",8.16100991964798e-95,0.801070435130805,0.579,0.329,1.80244065085345e-90,"CM1","Rarb"
"Ptbp2",8.67831120601256e-95,0.605469230362773,0.723,0.44,1.91669181295993e-90,"CM1","Ptbp2"
"Prkd1",1.20709144076189e-94,0.814598225079597,0.575,0.328,2.6659821560667e-90,"CM1","Prkd1"
"Fnip1",3.61905950744428e-94,0.702876026738265,0.653,0.398,7.99305482814144e-90,"CM1","Fnip1"
"Eml1",4.59651141538953e-94,0.878798811039806,0.512,0.278,1.01518551120293e-89,"CM1","Eml1"
"Fgf1",4.63308269739469e-94,0.863544151224489,0.531,0.29,1.02326264454659e-89,"CM1","Fgf1"
"Arhgap35",6.75227882538139e-94,0.772108994570992,0.62,0.371,1.49130830137373e-89,"CM1","Arhgap35"
"Asap1",8.09275072414684e-94,0.622209856101155,0.725,0.444,1.78736492493507e-89,"CM1","Asap1"
"Afg1l",1.00805206502535e-93,0.999585038660016,0.471,0.245,2.22638379081498e-89,"CM1","Afg1l"
"Slc25a12",1.4672074071712e-93,0.675355151435131,0.668,0.415,3.2404742794783e-89,"CM1","Slc25a12"
"Gm16299",2.03183098626288e-93,1.11326724505959,0.446,0.226,4.48750191626019e-89,"CM1","Gm16299"
"Ncor1",2.38427374221925e-93,0.575925061240786,0.784,0.518,5.26590698706544e-89,"CM1","Ncor1"
"Arhgef12",2.42719483369307e-93,0.560732115041416,0.812,0.552,5.36070250969452e-89,"CM1","Arhgef12"
"Tia1",3.25835382309252e-93,0.736552816318846,0.631,0.379,7.19640025368215e-89,"CM1","Tia1"
"Usp28",4.50049514048753e-93,0.722159525317129,0.648,0.394,9.93979356728075e-89,"CM1","Usp28"
"Asb11",6.01605707717537e-93,0.950953220308586,0.52,0.291,1.32870636606495e-88,"CM1","Asb11"
"Herc4",6.17564575744316e-93,0.777655373017215,0.587,0.334,1.3639531219889e-88,"CM1","Herc4"
"Zfp608",9.33094331214588e-93,0.684168458239616,0.684,0.421,2.06083213992054e-88,"CM1","Zfp608"
"Herc1",1.41050249173268e-92,0.620303189950755,0.682,0.422,3.1152358032408e-88,"CM1","Herc1"
"Mrtfb",2.58303377410809e-92,0.916947082224431,0.517,0.29,5.70488839349513e-88,"CM1","Mrtfb"
"Dmxl1",2.98823225853685e-92,0.607815615394388,0.693,0.432,6.59980976620449e-88,"CM1","Dmxl1"
"Klhl7",3.65115509581611e-92,0.860895641209004,0.497,0.263,8.06394114461946e-88,"CM1","Klhl7"
"Nipbl",4.94871581991797e-92,0.536314136610305,0.798,0.518,1.09297337598708e-87,"CM1","Nipbl"
"Cobll1",8.32856672107661e-92,0.701493643924823,0.638,0.38,1.83944724601698e-87,"CM1","Cobll1"
"Kif13a",9.21821927028027e-92,0.593336159646488,0.724,0.458,2.0359359080341e-87,"CM1","Kif13a"
"Adcy5",1.73726308053913e-91,0.861944051439572,0.534,0.296,3.83691923967871e-87,"CM1","Adcy5"
"Mfn1",1.87839328918405e-91,0.634110392672841,0.698,0.443,4.14861941849188e-87,"CM1","Mfn1"
"Arhgap21",2.22790506094601e-91,0.564434273423232,0.745,0.462,4.92055111760537e-87,"CM1","Arhgap21"
"Hand2os1",4.49500651593682e-91,0.622722232625564,0.774,0.512,9.92767139109807e-87,"CM1","Hand2os1"
"Gm36037",4.70555658157366e-91,1.26991002767651,0.387,0.179,1.03926922660636e-86,"CM1","Gm36037"
"Helz",4.8633354679145e-91,0.820981598838026,0.528,0.295,1.0741162714436e-86,"CM1","Helz"
"Mir100hg",5.19651654723454e-91,0.949145166943967,0.47,0.244,1.14770264462222e-86,"CM1","Mir100hg"
"Sltm",8.15446893937911e-91,0.681861533983375,0.643,0.392,1.80099600995127e-86,"CM1","Sltm"
"Yes1",1.07164849607842e-90,0.718771262138836,0.609,0.366,2.36684286843879e-86,"CM1","Yes1"
"Rock2",3.51061383453618e-90,0.516404534626115,0.87,0.606,7.75354171495662e-86,"CM1","Rock2"
"Tnks",4.367557438156e-90,0.691047590497821,0.66,0.406,9.64618735791134e-86,"CM1","Tnks"
"Lhfp",7.40381461808946e-90,0.623971316809119,0.762,0.499,1.63520649655124e-85,"CM1","Lhfp"
"Abcc5",7.75151413517343e-90,0.95966905894579,0.447,0.227,1.7119994118944e-85,"CM1","Abcc5"
"Senp6",1.14133353705538e-89,0.603188344520899,0.702,0.446,2.52074924994052e-85,"CM1","Senp6"
"Clec16a",1.31151249169986e-89,1.20044288779878,0.412,0.2,2.89660648916831e-85,"CM1","Clec16a"
"Stat3",3.88031189401924e-89,0.806258766580063,0.561,0.322,8.57005684913089e-85,"CM1","Stat3"
